gene;locus_tag;product
NA;NWMN_1124;conserved hypothetical protein
def;NWMN_1125;polypeptide deformylase 1
fmt;NWMN_1126;methionyl-tRNA formyltransferase
NA;NWMN_1127;conserved hypothetical protein
NA;NWMN_1128;conserved hypothetical protein
NA;NWMN_1129;conserved hypothetical protein
NA;NWMN_1130;serine/threonine-protein kinase
NA;NWMN_1131;conserved hypothetical protein
rpe;NWMN_1132;ribulose-phosphate 3-epimerase
NA;NWMN_1133;thiamine pyrophosphokinase
rpmB;NWMN_1134;50S ribosomal protein L28
NA;NWMN_1135;conserved hypothetical protein
NA;NWMN_1136;Dak phosphatase
recG;NWMN_1137;ATP-dependent DNA helicase RecG
NA;NWMN_1138;fatty acid and phospholipid biosynthesis transcriptional regulator
plsX;NWMN_1139;fatty acid/phospholipid synthesis protein PlsX
fabD;NWMN_1140;malonyl CoA-acyl carrier protein transacylase
fabG;NWMN_1141;3-oxoacyl-[acyl-carrier protein] reductase
acpP;NWMN_1142;acyl carrier protein
rnc;NWMN_1143;ribonuclease III
smc;NWMN_1144;chromosome segregation SMC protein
ftsY;NWMN_1145;signal recognition particle-docking protein FtsY
NA;NWMN_1146;conserved hypothetical protein
ffh;NWMN_1147;signal recognition particle protein
rpsP;NWMN_1148;30S ribosomal protein S16
rimM;NWMN_1149;16S rRNA processing protein
trmD;NWMN_1150;tRNA (guanine-N1)-methyltransferase
rplS;NWMN_1151;50S ribosomal protein L19
NA;NWMN_1152;conserved hypothetical protein
NA;NWMN_1153;conserved hypothetical protein
rnhB;NWMN_1154;ribonuclease HII
sucC;NWMN_1155;succinyl-CoA synthetase%2C beta subunit
sucD;NWMN_1156;succinyl-CoA synthetase%2C alpha subunit
lytN;NWMN_1157;cell-wall hydrolase lytN
fmhC;NWMN_1158;methicillin resistance-related protein FmhC
NA;NWMN_1159;conserved hypothetical protein
topA;NWMN_1160;DNA topoisomerase I
gid;NWMN_1161;glucose inhibited division protein
xerC;NWMN_1162;tyrosine recombinase xerC
hslV;NWMN_1163;ATP-dependent protease peptidase subunit
hslU;NWMN_1164;ATP-dependent protease ATP-binding subunit
codY;NWMN_1165;GTP-sensing transcriptional pleiotropic repressor CodY
rpsB;NWMN_1166;30S ribosomal protein S2
tsf;NWMN_1167;elongation factor Ts (EF-Ts)
pyrH;NWMN_1168;uridylate kinase
frr;NWMN_1169;ribosome recycling factor
uppS;NWMN_1170;undecaprenyl pyrophosphate synthetase
cdsA;NWMN_1171;phosphatidate cytidylyltransferase
NA;NWMN_1172;conserved hypothetical protein
proS;NWMN_1173;prolyl-tRNA synthetase
polC;NWMN_1174;DNA polymerase III alpha chain PolC-type
NA;NWMN_1175;conserved hypothetical protein
nusA;NWMN_1176;transcription termination-antitermination factor
rpl7AE;NWMN_1177;ribosomal protein L7Ae
infB;NWMN_1178;translation initiation factor IF-2
rbfA;NWMN_1179;ribosome-binding factor A
truB;NWMN_1180;tRNA pseudouridine synthase B
ribF;NWMN_1181;riboflavin biosynthesis protein ribF
rpsO;NWMN_1182;30S ribosomal protein S15
pnpA;NWMN_1183;polyribonucleotide nucleotidyltransferase
NA;NWMN_1184;RNA-metabolising metallo-beta-lactamase
ftsK;NWMN_1185;DNA translocase FtsK/SpoIIIE family protein
NA;NWMN_1186;transcriptional regulator%2C GntR family protein
NA;NWMN_1187;conserved hypothetical protein
NA;NWMN_1188;peptidase M16 family protein
NA;NWMN_1189;conserved hypothetical protein
NA;NWMN_1190;conserved hypothetical protein
NA;NWMN_1191;transcriptional regulator Cro/CI family protein
pgsA;NWMN_1192;CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
cinA;NWMN_1193;competence/damage-inducible protein
recA;NWMN_1194;recombinase A
NA;NWMN_1195;conserved hypothetical protein
NA;NWMN_1196;conserved hypothetical protein
NA;NWMN_1197;conserved hypothetical protein
porA;NWMN_1198;pyruvate flavodoxin ferredoxin oxidoreductase%2C alpha subunit
porB;NWMN_1199;pyruvate ferredoxin oxidoreductase%2C beta subunit
NA;NWMN_1200;conserved hypothetical protein
miaB;NWMN_1201;tRNA-i(6)A37 modification enzyme MiaB
NA;NWMN_1202;conserved hypothetical protein
NA;NWMN_1203;conserved hypothetical protein
mutS;NWMN_1204;DNA mismatch repair protein MutS
mutL;NWMN_1205;DNA mismatch repair protein MutL
glpP;NWMN_1206;glycerol uptake operon antiterminator regulatory protein
glpF;NWMN_1207;glycerol uptake facilitator protein
glpK;NWMN_1208;glycerol kinase
glpD;NWMN_1209;aerobic glycerol-3-phosphate dehydrogenase
NA;NWMN_1210;hydrolase
miaA;NWMN_1211;tRNA delta(2)-isopentenylpyrophosphate transferase
NA;NWMN_1212;RNA chaperone%2C host factor-1 protein
NA;NWMN_1213;conserved hypothetical protein
NA;NWMN_1214;conserved hypothetical protein
NA;NWMN_1215;conserved hypothetical protein
glnR;NWMN_1216;glutamine synthetase repressor
glnA;NWMN_1217;glutamine synthetase
NA;NWMN_1218;conserved hypothetical protein
NA;NWMN_1219;conserved hypothetical protein
NA;NWMN_1220;conserved hypothetical protein
NA;NWMN_1221;conserved hypothetical protein
NA;NWMN_1222;conserved hypothetical protein
NA;NWMN_1223;conserved hypothetical protein
NA;NWMN_1224;conserved hypothetical protein
NA;NWMN_1225;conserved hypothetical protein
NA;NWMN_1226;conserved hypothetical protein
NA;NWMN_1227;conserved hypothetical protein
NA;NWMN_1228;aromatic amino acid beta-eliminating lyase
NA;NWMN_1229;conserved hypothetical protein
NA;NWMN_1230;phospholipase
NA;NWMN_1231;ABC transporter ATP-binding protein
NA;NWMN_1232;ABC transporter%2C permease protein
NA;NWMN_1233;sensor histidine kinase
NA;NWMN_1234;two-component response regulator
NA;NWMN_1235;conserved hypothetical protein
nuc;NWMN_1236;thermonuclease
NA;NWMN_1237;conserved hypothetical protein
NA;NWMN_1238;conserved hypothetical protein
thrA;NWMN_1239;aspartate kinase
metL;NWMN_1240;homoserine dehydrogenase
thrC;NWMN_1241;threonine synthase
thrB;NWMN_1242;homoserine kinase
NA;NWMN_1243;haloacid dehalogenase-like hydrolase
NA;NWMN_1244;conserved hypothetical protein
NA;NWMN_1245;amino acid permease
katA;NWMN_1246;catalase
rpmG;NWMN_1247;50S ribosomal protein L33
rpsN;NWMN_1248;30S ribosomal protein S14
NA;NWMN_1249;guanosine monophosphate reductase
NA;NWMN_1250;conserved hypothetical protein
lexA;NWMN_1251;DNA damage-inducible LexA repressor
NA;NWMN_1252;conserved hypothetical protein
NA;NWMN_1253;conserved hypothetical protein
tkt;NWMN_1254;transketolase
NA;NWMN_1255;conserved hypothetical protein
NA;NWMN_1256;conserved hypothetical protein
sbcD;NWMN_1257;exonuclease SbcD
sbcC;NWMN_1258;exonuclease SbcC
NA;NWMN_1259;conserved hypothetical protein
mskL;NWMN_1260;large conductance mechanosensitive channel protein
NA;NWMN_1261;glycine betaine transporter 1
NA;NWMN_1262;conserved hypothetical protein
NA;NWMN_1263;aconitate hydratase
NA;NWMN_1264;4-hydroxybenzoyl-CoA thioesterase
NA;NWMN_1265;conserved hypothetical protein
NA;NWMN_1266;conserved hypothetical protein
parE;NWMN_1267;DNA topoisomerase IV%2C B subunit
parC;NWMN_1268;DNA topoisomerase IV%2C A subunit
NA;NWMN_1269;sodium:alanine symporter family protein
NA;NWMN_1270;transcription antiterminator
NA;NWMN_1271;conserved hypothetical protein
fmtC;NWMN_1272;oxacillin resistance-related FmtC protein
msrA;NWMN_1273;peptide methionine sulfoxide reductase I
msrR;NWMN_1274;peptide methionine sulfoxide reductase regulator
NA;NWMN_1275;4-oxalocrotonate tautomerase
NA;NWMN_1276;ImpB/MucB/SamB family DNA-damage repair protein
tyrA;NWMN_1277;prephenate dehydrogenase
NA;NWMN_1278;conserved hypothetical protein
trpE;NWMN_1279;anthranilate synthase component I
trpG;NWMN_1280;anthranilate synthase component II
trpD;NWMN_1281;anthranilate phosphoribosyltransferase
trpC;NWMN_1282;indole-3-glycerol phosphate synthase
trpF;NWMN_1283;N-(5'phosphoribosyl)anthranilate isomerase
trpB;NWMN_1284;tryptophan synthase%2C beta subunit
trpA;NWMN_1285;tryptophan synthase alpha chain
femA;NWMN_1286;methicillin resistance protein FemA
femB;NWMN_1287;methicillin resistance expression factor FemB
NA;NWMN_1288;conserved hypothetical protein
NA;NWMN_1289;conserved hypothetical protein
NA;NWMN_1290;oligopeptide ABC transporter%2C ATP-binding protein
NA;NWMN_1291;oligopeptide transporter ATPase
NA;NWMN_1292;oligopeptide transport system permease domain
NA;NWMN_1293;oligopeptide transporter membrane permease domain
NA;NWMN_1294;conserved hypothetical protein
pepF;NWMN_1295;oligoendopeptidase F
phoU;NWMN_1296;phosphate transport system regulatory protein PhoU
pstB;NWMN_1297;phosphate ABC transporter%2C ATP-binding protein
NA;NWMN_1298;phosphate ABC transporter%2C permease protein
NA;NWMN_1299;phosphate ABC transporter%2C permease protein
pstS;NWMN_1300;phosphate ABC transporter%2C phosphate-binding protein PstS
NA;NWMN_1301;truncated transposase for IS1272
NA;NWMN_1302;conserved hypothetical protein
NA;NWMN_1303;ABC transporter ATP-binding protein
lysC;NWMN_1304;aspartokinase II
asd;NWMN_1305;aspartate-semialdehyde dehydrogenase
dapA;NWMN_1306;dihydrodipicolinate synthase
dapB;NWMN_1307;dihydrodipicolinate reductase
dapD;NWMN_1308;tetrahydrodipicolinate acetyltransferase
hipO;NWMN_1309;hippurate hydrolase
alr2;NWMN_1310;alanine racemase 2
lysA;NWMN_1311;diaminopimelate decarboxylase
NA;NWMN_1312;conserved hypothetical protein
cspA;NWMN_1313;major cold-shock protein CspA
NA;NWMN_1314;conserved hypothetical protein
NA;NWMN_1315;acylphosphatase
NA;NWMN_1316;conserved hypothetical protein
NA;NWMN_1317;conserved hypothetical protein
NA;NWMN_1318;truncated transposase for IS1272
NA;NWMN_1319;truncated transposase for IS1272
NA;NWMN_1320;branched-chain amino acid transporter protein
NA;NWMN_1321;von Willebrand factor%2C type A
NA;NWMN_1322;conserved hypothetical protein
NA;NWMN_1323;conserved hypothetical protein
NA;NWMN_1324;conserved hypothetical protein
sucB;NWMN_1325;dihydrolipoamide succinyltransferase E2 component of 2-oxoglutarate dehydrogenase complex
sucA;NWMN_1326;2-oxoglutarate dehydrogenase E1 component
NA;NWMN_1327;two-component sensor histidine kinase
NA;NWMN_1328;two-component response regulator
NA;NWMN_1329;conserved hypothetical protein
murG;NWMN_1330;UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapep tide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NA;NWMN_1331;acetyltransferase%2C GNAT family protein
ctpA;NWMN_1332;carboxyl-terminal protease
NA;NWMN_1333;phosphotransferase system glucose-specific IIA component
msrB;NWMN_1334;methionine sulfoxide reductase B
msrA;NWMN_1335;peptide methionine sulfoxide reductase II
NA;NWMN_1336;conserved hypothetical protein
dfrA;NWMN_1337;dihydrofolate reductase
thyA;NWMN_1338;thymidylate synthase
NA;NWMN_1339;conserved hypothetical protein
NA;NWMN_1340;conserved hypothetical protein
NA;NWMN_1341;conserved hypothetical protein
NA;NWMN_1342;conserved hypothetical protein
NA;NWMN_1343;conserved hypothetical protein
ebh2;NWMN_1344;cell wall associated fibronectin-binding protein
ebh1;NWMN_1345;conserved hypothetical protein
NA;NWMN_1346;conserved hypothetical protein
NA;NWMN_1347;amino acid permease
ilvA;NWMN_1348;threonine dehydratase II
ald;NWMN_1349;alanine dehydrogenase 2
NA;NWMN_1350;conserved hypothetical protein
NA;NWMN_1351;conserved hypothetical protein
NA;NWMN_1352;conserved hypothetical protein
NA;NWMN_1353;conserved hypothetical protein
NA;NWMN_1354;conserved hypothetical protein
NA;NWMN_1355;conserved hypothetical protein
NA;NWMN_1356;conserved hypothetical protein
NA;NWMN_1357;conserved hypothetical protein
NA;NWMN_1358;conserved hypothetical protein
NA;NWMN_1359;conserved hypothetical protein
recU;NWMN_1360;recombination protein U
pbpB;NWMN_1361;penicillin binding protein 2
NA;NWMN_1362;conserved hypothetical protein
NA;NWMN_1363;conserved hypothetical protein
dnaD;NWMN_1364;DNA replication protein DnaD
asnS;NWMN_1365;asparaginyl-tRNA synthetase
NA;NWMN_1366;DnaQ family exonuclease
birA;NWMN_1367;BirA bifunctional protein
NA;NWMN_1368;conserved hypothetical protein
NA;NWMN_1369;glycosyl transferase%2C group 1 family protein
NA;NWMN_1370;MazG nucleotide pyrophosphohydrolase
NA;NWMN_1371;conserved hypothetical protein
NA;NWMN_1372;conserved hypothetical protein
NA;NWMN_1373;conserved hypothetical protein
NA;NWMN_1374;conserved hypothetical protein
aroA;NWMN_1375;3-phosphoshikimate 1-carboxyvinyltransferase
aroB;NWMN_1376;3-dehydroquinate synthase
aroC;NWMN_1377;chorismate synthase
ndk;NWMN_1378;nucleoside diphosphate kinase
hepT;NWMN_1379;heptaprenyl diphosphate synthase component II
gerCB;NWMN_1380;2-heptaprenyl-1%2C4-naphthoquinone methyltransferase
NA;NWMN_1381;conserved hypothetical protein
NA;NWMN_1382;DNA-binding protein HU
gpsA;NWMN_1383;glycerol-3-phosphate dehydrogenase
engG;NWMN_1384;GTP-binding protein EngA
rpsA;NWMN_1385;30S ribosomal protein S1
cmk;NWMN_1386;cytidylate kinase
ansA;NWMN_1387;L-asparaginase
NA;NWMN_1388;pyridine nucleotide-disulphide oxidoreductase
ebpS;NWMN_1389;elastin binding protein
NA;NWMN_1390;conserved hypothetical protein
NA;NWMN_1391;conserved hypothetical protein
fer;NWMN_1392;ferredoxin
NA;NWMN_1393;conserved hypothetical protein
NA;NWMN_1394;conserved hypothetical protein
NA;NWMN_1395;conserved hypothetical protein
NA;NWMN_1396;conserved hypothetical protein
NA;NWMN_1397;conserved hypothetical protein
NA;NWMN_1398;conserved hypothetical protein
srrB;NWMN_1399;staphylococcal respiratory response protein SrrB
srrA;NWMN_1400;DNA-binding response regulator SrrA
rluB;NWMN_1401;ribosomal large subunit pseudouridine synthase B
NA;NWMN_1402;conserved hypothetical protein
NA;NWMN_1403;conserved hypothetical protein
NA;NWMN_1404;conserved hypothetical protein
NA;NWMN_1405;integrase/recombinase XerD
NA;NWMN_1406;iron uptake regulatory protein
NA;NWMN_1407;ADP-ribose pyrophosphatase
NA;NWMN_1408;aldo/keto reductase family protein
NA;NWMN_1409;short-chain oxidoreductase family protein
NA;NWMN_1410;pyrroline-5-carboxylate reductase
NA;NWMN_1411;conserved hypothetical protein
zwf;NWMN_1412;glucose-6-phosphate 1-dehydrogenase
NA;NWMN_1413;transcriptional regulator AraC family protein
malA;NWMN_1414;alpha-D-1%2C4-glucosidase
marR;NWMN_1415;maltose operon repressor
NA;NWMN_1416;glyoxalase family protein
gnd;NWMN_1417;6-phosphogluconate dehydrogenase%2C decarboxylating
NA;NWMN_1418;peptidase M20/M25/M40 family protein
NA;NWMN_1419;conserved hypothetical protein
NA;NWMN_1420;conserved hypothetical protein
NA;NWMN_1421;2-oxoisovalerate dehydrogenase%2C E2 component
NA;NWMN_1422;2-oxoisovalerate dehydrogenase%2C E1 component%2C beta subunit
NA;NWMN_1423;2-oxoisovalerate dehydrogenase%2C E1 component%2C alpha subunit
lpdA;NWMN_1424;dihydrolipoamide dehydrogenase
recN;NWMN_1425;DNA repair protein RecN
ahrC;NWMN_1426;arginine repressor
ispA;NWMN_1427;geranyltranstransferase
NA;NWMN_1428;exodeoxyribonuclease VII large subunit
nusB;NWMN_1429;transcription antitermination protein NusB
NA;NWMN_1430;conserved hypothetical protein
accC;NWMN_1431;biotin carboxylase subunit of acetyl-CoA carboxylase
accB;NWMN_1432;acetyl-CoA carboxylase%2C biotin carboxyl carrier protein
efp;NWMN_1433;translation elongation factor EF-P
NA;NWMN_1434;proline dipeptidase
NA;NWMN_1435;conserved hypothetical protein
NA;NWMN_1436;conserved hypothetical protein
NA;NWMN_1437;biotin/lipoate A/B protein ligase
NA;NWMN_1438;conserved hypothetical protein
gcvPB;NWMN_1439;glycine cleavage system P protein%2C subunit 2
gcvPA;NWMN_1440;glycine dehydrogenase (decarboxylating) subunit 1
NA;NWMN_1441;aminomethyltransferase
NA;NWMN_1442;conserved hypothetical protein
NA;NWMN_1443;conserved hypothetical protein
NA;NWMN_1444;conserved hypothetical protein
NA;NWMN_1445;conserved hypothetical protein
NA;NWMN_1446;competence protein ComGC homolog
NA;NWMN_1447;competence protein ComGB homolog
NA;NWMN_1448;competence protein ComGA homolog
NA;NWMN_1449;metallo-beta-lactamase superfamily protein
NA;NWMN_1450;conserved hypothetical protein
glk;NWMN_1451;glucokinase
NA;NWMN_1452;peptidase%2C rhomboid family protein
NA;NWMN_1453;5-formyltetrahydrofolate cyclo-ligase
rpmG;NWMN_1454;50S ribosomal protein L33
pbpC;NWMN_1455;penicillin-binding protein 3
sodA;NWMN_1456;superoxide dismutase Mn/Fe family protein
NA;NWMN_1457;zinc-specific metalloregulatory protein
NA;NWMN_1458;ABC transporter permease
NA;NWMN_1459;ABC transporter ATP-binding protein
NA;NWMN_1460;endonuclease IV
NA;NWMN_1461;ATP-dependent RNA helicase DEAD/DEAH box family protein
NA;NWMN_1462;conserved hypothetical protein
NA;NWMN_1463;conserved hypothetical protein
sigA;NWMN_1464;RNA polymerase sigma factor
dnaG;NWMN_1465;DNA primase
NA;NWMN_1466;conserved hypothetical protein
NA;NWMN_1467;CBS domain pair protein
glyS;NWMN_1468;glycyl-tRNA synthetase
recO;NWMN_1469;DNA repair protein RecO
NA;NWMN_1470;GTP-binding protein Era
NA;NWMN_1471;cytidine deaminase%2C homotetrameric
NA;NWMN_1472;diacylglycerol kinase
NA;NWMN_1473;conserved hypothetical protein
phoH;NWMN_1474;phosphate starvation-induced protein%2C PhoH homolog
NA;NWMN_1475;conserved hypothetical protein
NA;NWMN_1476;conserved hypothetical protein
NA;NWMN_1477;conserved hypothetical protein
rpsU;NWMN_1478;30S ribosomal protein S21
NA;NWMN_1479;conserved hypothetical protein
NA;NWMN_1480;conserved hypothetical protein
NA;NWMN_1481;ribosomal protein L11 methylase
dnaJ;NWMN_1482;chaperone protein DnaJ
dnaK;NWMN_1483;chaperone protein DnaK
grpE;NWMN_1484;Hsp-70 cofactor GrpE protein
hrcA;NWMN_1485;heat-inducible transcription repressor
hemN;NWMN_1486;oxygen-independent coproporphyrinogen III oxidase
NA;NWMN_1487;GTP-binding protein LepA
rpsT;NWMN_1488;30S ribosomal protein S20
holA;NWMN_1489;DNA polymerase III%2C delta subunit
comEC;NWMN_1490;DNA internalization-related competence protein ComEC/Rec2
comEB;NWMN_1491;competence protein ComEB required for DNA binding and uptake
comEA;NWMN_1492;competence protein ComEA
NA;NWMN_1493;conserved hypothetical protein
NA;NWMN_1494;conserved hypothetical protein
NA;NWMN_1495;conserved hypothetical protein
NA;NWMN_1496;nicotinate (nicotinamide) nucleotide adenylyltransferase
NA;NWMN_1497;conserved hypothetical protein
aroE;NWMN_1498;shikimate 5-dehydrogenase
NA;NWMN_1499;conserved hypothetical protein
NA;NWMN_1500;hydrolase%2C HAD-superfamily%2C subfamily IIIA
pfs;NWMN_1501;5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
NA;NWMN_1502;conserved hypothetical protein
NA;NWMN_1503;enterotoxin family protein
NA;NWMN_1504;conserved hypothetical protein
NA;NWMN_1505;conserved hypothetical protein
NA;NWMN_1506;LamB/YcsF family protein
accC;NWMN_1507;acetyl-CoA biotin carboxylase
accB;NWMN_1508;acetyl-CoA carboxylase%2C biotin carboxyl carrier protein
NA;NWMN_1509;urea amidolyase-related protein
NA;NWMN_1510;conserved hypothetical protein
greA;NWMN_1511;transcription elongation factor
udk;NWMN_1512;uridine kinase
NA;NWMN_1513;peptidase U32 family protein
NA;NWMN_1514;peptidase U32 family protein
NA;NWMN_1515;O-methyltransferase family protein
NA;NWMN_1516;conserved hypothetical protein
NA;NWMN_1517;conserved hypothetical protein
NA;NWMN_1518;conserved hypothetical protein
alaS;NWMN_1519;alanyl-tRNA synthetase
NA;NWMN_1520;helicase RecD/TraA family protein
NA;NWMN_1521;conserved hypothetical protein
NA;NWMN_1522;hypothetical protein
trmU;NWMN_1523;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
NA;NWMN_1524;aminotransferase%2C class V
NA;NWMN_1525;bacterial luciferase family protein
NA;NWMN_1526;hypothetical protein
NA;NWMN_1527;conserved hypothetical protein
NA;NWMN_1528;conserved hypothetical protein
NA;NWMN_1529;ATPase AAA family protein
NA;NWMN_1530;HesA/MoeB(molybdopterin biosynthesis)/ThiF family protein
NA;NWMN_1531;conserved hypothetical protein
aspS;NWMN_1532;aspartyl-tRNA synthetase
hisS;NWMN_1533;histidyl-tRNA synthetase
NA;NWMN_1534;N-acetylmuramoyl-L-alanine amidase%2C family 3
NA;NWMN_1535;D-tyrosyl-tRNA deacylase
relA;NWMN_1536;GTP pyrophosphokinase
apt;NWMN_1537;adenine phosphoribosyltransferase
recJ;NWMN_1538;single-stranded-DNA-specific exonuclease RecJ
secDF;NWMN_1539;preprotein translocase component SecDF
NA;NWMN_1540;preprotein translocase%2C YajC subunit
tgt;NWMN_1541;queuine tRNA-ribosyltransferase
queA;NWMN_1542;S-adenosylmethionine:tRNA ribosyltransferase-isomerase
ruvB;NWMN_1543;Holliday junction DNA helicase RuvB
ruvA;NWMN_1544;Holliday junction DNA helicase RuvA
NA;NWMN_1545;ACT domain protein pheB
obg;NWMN_1546;Spo0B-associated GTP-binding protein
rpmA;NWMN_1547;50S ribosomal protein L27
NA;NWMN_1548;conserved hypothetical protein
rplU;NWMN_1549;50S ribosomal protein L21
mreD;NWMN_1550;rod shape-determining protein MreD
mreC;NWMN_1551;cell shape determinant mreC
NA;NWMN_1552;conserved hypothetical protein
NA;NWMN_1553;conserved hypothetical protein
NA;NWMN_1554;conserved hypothetical protein
radC;NWMN_1555;DNA repair protein RadC
NA;NWMN_1556;type III leader peptidase family protein
folC;NWMN_1557;folylpolyglutamate synthase
valS;NWMN_1558;valyl-tRNA synthetase
NA;NWMN_1559;DNA-3-methyladenine glycosidase
abrB;NWMN_1560;ammonia monooxygenase
hemL;NWMN_1561;glutamate-1-semialdehyde-2%2C1-aminomutase
hemB;NWMN_1562;delta-aminolevulinic acid dehydratase
hemD;NWMN_1563;uroporphyrinogen III synthase
hemC;NWMN_1564;porphobilinogen deaminase
hemX;NWMN_1565;HemA concentration negative effector HemX
hemA;NWMN_1566;glutamyl-tRNA reductase
NA;NWMN_1567;conserved hypothetical protein
clpX;NWMN_1568;ATP-dependent Clp protease%2C ATP-binding subunit ClpX
tig;NWMN_1569;trigger factor%2C prolyl isomerase
NA;NWMN_1570;conserved hypothetical protein
NA;NWMN_1571;MutT/nudix family protein
rplT;NWMN_1572;50S ribosomal protein L20
rpmI;NWMN_1573;50S ribosomal protein L35
infC;NWMN_1574;translation initiation factor IF-3
lysP;NWMN_1575;lysine-specific permease
thrS;NWMN_1576;threonyl-tRNA synthetase
dnaI;NWMN_1577;primosomal protein DnaI
dnaB;NWMN_1578;replication initiation and membrane attachment protein
nrdR;NWMN_1579;NrdR repressor protein
gapB;NWMN_1580;glyceraldehyde 3-phosphate dehydrogenase 2
NA;NWMN_1581;dephospho-CoA kinase
NA;NWMN_1582;formamidopyrimidine-DNA glycosylase
polA;NWMN_1583;DNA polymerase I
NA;NWMN_1584;conserved hypothetical protein
phoR;NWMN_1585;sensory box histidine kinase PhoR
phoP;NWMN_1586;alkaline phosphatase synthesis transcriptional regulatory protein
citC;NWMN_1587;isocitrate dehydrogenase%2C NADP-dependent
citZ;NWMN_1588;citrate synthase II
aapA;NWMN_1589;D-serine/D-alanine/glycine transporter
tnp;NWMN_1590;transposase for IS1272
NA;NWMN_1591;truncated transposase for IS1272
pykA;NWMN_1592;pyruvate kinase
pfk;NWMN_1593;6-phosphofructokinase
accA;NWMN_1594;acetyl-CoA carboxylase alpha subunit
accD;NWMN_1595;acetyl-CoA carboxylase beta subunit
maeB;NWMN_1596;NADP-dependent malic enzyme%2C malate dehydrogenase
dnaE;NWMN_1597;DNA polymerase III%2C alpha subunit
NA;NWMN_1598;RecJ-like phosphoesterase
NA;NWMN_1599;CBS domain DNA-binding protein
NA;NWMN_1600;universal stress protein family protein
NA;NWMN_1601;metallo-beta-lactamase superfamily protein
NA;NWMN_1602;proline dipeptidase homolog
ald;NWMN_1603;alanine dehydrogenase 1
NA;NWMN_1604;universal stress protein family protein
ackA;NWMN_1605;acetate kinase
NA;NWMN_1606;conserved hypothetical protein
NA;NWMN_1607;thiol peroxidase
NA;NWMN_1608;conserved hypothetical protein
thiI;NWMN_1609;thiamine biosynthesis protein ThiI
NA;NWMN_1610;aminotransferase%2C class V
ezrA;NWMN_1611;septation ring formation regulator EzrA
NA;NWMN_1612;conserved hypothetical protein
rpsD;NWMN_1613;30S ribosomal protein S4
NA;NWMN_1614;glycerophosphoryl diester phosphodiesterase
NA;NWMN_1615;osmotic stress-related protein
NA;NWMN_1616;aminotransferase%2C class V
serA;NWMN_1617;D-3-phosphoglycerate dehydrogenase
NA;NWMN_1618;haloacid dehalogenase-like hydrolase
NA;NWMN_1619;PTS system%2C N-acetylglucosamine-specific IIBC component
plsC;NWMN_1620;1-acyl-sn-glycerol-3-phosphate acyltransferase
NA;NWMN_1621;conserved hypothetical protein
tyrS;NWMN_1622;tyrosyl-tRNA synthetase
NA;NWMN_1623;glycosyl transferase%2C family 51
NA;NWMN_1624;haptoglobin-binding surface anchored protein
fhs;NWMN_1625;formate-tetrahydrofolate ligase
acs;NWMN_1626;acetyl-CoA synthetase
acuA;NWMN_1627;acetoin utilization protein
acuC;NWMN_1628;acetoin utilization protein AcuC
ccpA;NWMN_1629;catabolite control protein A
NA;NWMN_1630;DAHP synthetase-chorismate mutase
NA;NWMN_1631;conserved hypothetical protein
NA;NWMN_1632;general stress protein-like protein
murC;NWMN_1633;UDP-N-acetylmuramate-alanine ligase
NA;NWMN_1634;FtsK/SpoIIIE (DNA translocase stage III) family protein
NA;NWMN_1635;conserved hypothetical protein
NA;NWMN_1636;conserved hypothetical protein
NA;NWMN_1637;thioredoxin homolog
NA;NWMN_1638;glutamyl-aminopeptidase
NA;NWMN_1639;propeptide%2C PepSY amd peptidase M4
NA;NWMN_1640;conserved hypothetical protein
NA;NWMN_1641;tRNA (guanine-N(7)-)-methyltransferase
NA;NWMN_1642;conserved hypothetical protein
NA;NWMN_1643;D-alanine aminotransferase
NA;NWMN_1644;peptidase M20/M25/M40 family protein
NA;NWMN_1645;conserved hypothetical protein
NA;NWMN_1646;ribosomal small subunit pseudouridine synthase A
NA;NWMN_1647;polysaccharide biosynthesis protein
NA;NWMN_1648;conserved hypothetical protein
NA;NWMN_1649;conserved hypothetical protein
NA;NWMN_1650;conserved hypothetical protein
leuS;NWMN_1651;leucyl-tRNA synthetase
NA;NWMN_1652;multidrug resistance transporter protein B
NA;NWMN_1653;conserved hypothetical protein
NA;NWMN_1654;conserved hypothetical protein
NA;NWMN_1655;staphylococcal accessory regulator Rot
NA;NWMN_1656;truncated transposase for IS1272
NA;NWMN_1657;conserved hypothetical protein
putA;NWMN_1658;proline dehydrogenase
ribH;NWMN_1659;riboflavin synthase%2C beta subunit
ribA;NWMN_1660;riboflavin biosynthesis protein
ribB;NWMN_1661;riboflavin synthase%2C alpha subunit
ribD;NWMN_1662;riboflavin biosynthesis protein RibD
NA;NWMN_1663;conserved hypothetical protein
NA;NWMN_1664;arsenical resistance operon repressor
NA;NWMN_1665;aresenical pump membrane protein
arsC;NWMN_1666;arsenate reductase
NA;NWMN_1667;mannosyl-glycoprotein endo-beta-N-acetylglucosamidase
NA;NWMN_1668;conserved hypothetical protein
NA;NWMN_1669;conserved hypothetical protein
NA;NWMN_1670;conserved hypothetical protein
NA;NWMN_1671;CAAX amino terminal protease family protein
